record_origin,#,card_id,البنك (عربي),البنك (إنجليزي),نوع الكيان,اسم البطاقة,الشبكة,الفئة/المستوى,فئة الحساب,برنامج الولاء,نوع المكافأة,نوع المنتج,شريك فرسان؟,مستوى الثقة (calcTier),الرسوم السنوية (كما وردت),تصنيف الرسوم,أبرز المزايا/الملاحظات,مصدر البيانات,تاريخ آخر مراجعة,ملاحظة للفريق,chrome_exact_id_evidence,identity_status,bank_section,card_name,network,tier,account_segment,loyalty_program,reward_type,product_type,calc_tier,annual_fee,benefits,source,source_date,source_file,table_no,row_no
original_master,105,RAJHI-09,مصرف الراجحي,Al Rajhi Bank,bank,كاش باك بلس بلاتينيوم,,بلاتينيوم (كاش باك),عادي,كاش باك,كاش باك,بطاقة ائتمانية,,precise,250 ريال,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI Cash Back EN.pdf,2026-07-28,كاش باك: توصيل طعام 10%، مطاعم 5%، سوبرماركت 5%، محلي عام 0.5%، دولي 2% — سقف استرداد 500 ريال/شهر. ⚠ نسبة المطاعم (5%) تعارضت مع قراءة آلية سابقة للموقع الحي أشارت لـ10% — غير محسومة.,,master_only,,,,,,,,,,,,,,,,
original_master,106,RAJHI-10,مصرف الراجحي,Al Rajhi Bank,bank,كاش باك بلس سيجنيتشر,,سيجنيتشر (كاش باك),مميز,كاش باك,كاش باك,بطاقة ائتمانية,,precise,450 ريال,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI Cash Back EN.pdf,2026-07-28,كاش باك: توصيل طعام 10%، مطاعم 10%، سوبرماركت 5%، محلي عام 0.5%، دولي 2% — سقف استرداد 500 ريال/شهر.,,master_only,,,,,,,,,,,,,,,,
original_master,107,RAJHI-11,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة الفرسان بلاتينيوم,,بلاتينيوم (أميال Alfursan),عادي,أميال الفرسان (Alfursan),أميال,بطاقة ائتمانية,نعم,precise,490 ريال,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI Fursan Card Eng-May-26.pdf + alrajhibank.com.sa,2026-07-28,الفجوة الأولوية القصوى محسومة: محلي 1 ميل/4.25 ريال، دولي 1 ميل/3.5 ريال.,,master_only,,,,,,,,,,,,,,,,
original_master,108,RAJHI-12,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة طيران ناس سيجنتشر,,سيجنتشر (أميال nasmiles),مميز,ناسمايلز (nasmiles - flynas),أميال,بطاقة ائتمانية,,precise,500 ريال,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI Flynas Card Eng-May-26.pdf + alrajhibank.com.sa,2026-07-28,"قفزة من unavailable إلى precise. اكتساب: محلي 1 ميل/3 ريال، دولي 1 ميل/2 ريال، فلاي ناس 1 ميل/1.25 ريال. تأكد أن ""RAJHI Flynas Card"" هو نفس منتج nasmiles القائم، وليس بطاقة منفصلة.",,master_only,,,,,,,,,,,,,,,,
original_master,109,RAJHI-13,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة سفر بلس,,Prepaid Travel,عادي,مكافأة + Lounge Key,نقاط,مسبقة الدفع (Prepaid),,precise,150 ريال,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI Travel Plus eng.pdf,2026-07-28,بطاقة سفر مسبقة الدفع — لا يوجد برنامج مكافآت (مؤكد سلبًا من المصدر، وليس نقص بحث).,,master_only,,,,,,,,,,,,,,,,
original_master,110,RAJHI-14,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة لايت,,Prepaid Lite,عادي,نفس برنامج سفر بلس,نقاط,مسبقة الدفع (Prepaid),,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-22,أُضيفت عبر تحديث بيانات معدل الاكتساب المقدَّم يدويًا من المستخدم (2026-07-22)، مصدرها أداة مقارنة البطاقات الرسمية لمصرف الراجحي إلا حيث ذُكر خلاف ذلك.,,master_only,,,,,,,,,,,,,,,,
original_master,111,RAJHI-15,مصرف الراجحي,Al Rajhi Bank,bank,"البطاقة الرقمية ""كاش باك""",,Prepaid Digital Cashback,عادي,كاش باك,كاش باك,مسبقة الدفع (Prepaid),,precise,مجانية (البطاقة الأولى),غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI Digital Cashback Card eng.pdf,2026-07-28,كاش باك: 1% دولي / 0.6% محلي.,,master_only,,,,,,,,,,,,,,,,
original_master,112,RAJHI-16,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة تسوّق منخفضة الرصيد,,Prepaid Shopping (منخفضة الرصيد),عادي,مكافأة,نقاط,مسبقة الدفع (Prepaid),,estimated,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-22,أُضيفت عبر تحديث بيانات معدل الاكتساب المقدَّم يدويًا من المستخدم (2026-07-22)، مصدرها أداة مقارنة البطاقات الرسمية لمصرف الراجحي إلا حيث ذُكر خلاف ذلك.,,master_only,,,,,,,,,,,,,,,,
original_master,113,RAJHI-17,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة قيمرز (Gamers),,Prepaid Gamers,عادي,مكافأة,نقاط,مسبقة الدفع (Prepaid),,estimated,مجانية (البطاقة الأولى),غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI gamers Card english.pdf,2026-07-28,ترقية جزئية فقط (unavailable→estimated): الرسوم مؤكدة لكن قسم معدل الاكتساب مفقود من نص المصدر (فجوة قالب واضحة، ليست غياب برنامج).,,master_only,,,,,,,,,,,,,,,,
original_master,114,RAJHI-ALFURSAN-INF,مصرف الراجحي,Al Rajhi Bank,bank,فيزا الفرسان إنفينيت (Alfursan Infinite),Visa,إنفينيت (أميال Alfursan),مميز,برنامج الفرسان (Alfursan - Saudia),أميال,بطاقة ائتمانية,نعم,precise,"700 ريال (عميل مميز) / 1,000 ريال (باقي العملاء) - رسوم إصدار وسنوية + 15% ضريبة",مبلغ محدد,"دخول صالات مطار (1,000-1,200 حسب المصدر)؛ تأمين سفر شامل؛ نقل مطار مجاني؛ فاليه باركنج مجاني؛ دخول نوادي بادل؛ تقسيط 0% (تساهيل)؛ بطاقتين إضافيتين مجانًا؛ ترقية عضوية الفرسان الفضية؛ بونص ترحيبي وربع سنوي حتى 130,000 ميل + تجديد سنوي 25,000 ميل",alrajhibank.com.sa (+ PDF الشروط والأحكام الرسمي),2026-07-28,معدل ربح 2.5%/2.2% (تعارض بالمصدر) شهريًا؛ إعفاء رسوم سحب نقدي أول 100 يوم؛ دورة كشف يوم 1، استحقاق يوم 25 | ⚠ نسخة PDF جديدة (May-26) من نفس الشروط تعطي أرقام APR مختلفة عن المرجع المعتمد سابقًا — يحتاج مطابقة.,,master_only,,,,,,,,,,,,,,,,
original_master,115,RIYAD-01,بنك الرياض,Riyad Bank,bank,ALFURSAN Visa Infinite,Visa,إنفينيت (أميال),مميز,برنامج أميال خاص بالبطاقة/البنك,أميال,بطاقة ائتمانية,نعم,precise,"2,000 ريال (شرعية/Islamic) + ضريبة القيمة المضافة 15%",مبلغ محدد,"45,000 ميل عند تفعيل البطاقة؛ 20,000 ميل إضافي كل 3 أشهر عند إنفاق 40,000 ريال؛ 1 ميل لكل 2.5 ريال محلياً؛ 1 ميل لكل 1.5 ريال دولياً",BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,116,RIYAD-02,بنك الرياض,Riyad Bank,bank,ALFURSAN Visa Signature,Visa,سيجنتشر (أميال),مميز,برنامج أميال خاص بالبطاقة/البنك,أميال,بطاقة ائتمانية,نعم,precise,"1,000 ريال (شرعية/Islamic) + ضريبة القيمة المضافة 15%",مبلغ محدد,"25,000 ميل عند التفعيل؛ 15,000 ميل إضافي كل 3 أشهر عند إنفاق 40,000 ريال؛ 1 ميل لكل 3 ريال محلياً؛ 1 ميل لكل 2.5 ريال دولياً",BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,117,RIYAD-03,بنك الرياض,Riyad Bank,bank,Titanium Islamic,,تيتانيوم,عادي,برنامج حصاد (Riyad Bank),نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,تسجيل تلقائي في برنامج حصاد؛ إمكانية تحويل المشتريات لبرنامج قسط,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,118,RIYAD-04,بنك الرياض,Riyad Bank,bank,Visa Platinum Islamic,Visa,بلاتينيوم,عادي,-,,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,متوافقة مع الشريعة؛ حماية المشتريات,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,119,RIYAD-05,بنك الرياض,Riyad Bank,bank,Mastercard Platinum Islamic,Mastercard,بلاتينيوم,عادي,برنامج حصاد (Riyad Bank),نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,8 دخولات مجانية لصالات المطار؛ تسجيل تلقائي في برنامج حصاد,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,120,RIYAD-06,بنك الرياض,Riyad Bank,bank,Visa Signature Islamic,Visa,سيجنتشر,مميز,-,,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,"دخول مجاني لصالات VIP في أكثر من 1,100 مطار؛ خدمة كونسيرج فيزا سيجنتشر 24/7",BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,121,RIYAD-07,بنك الرياض,Riyad Bank,bank,Visa Signature Cashback Islamic,Visa,سيجنتشر كاش باك,مميز,بدون برنامج ولاء - استرداد نقدي مباشر,كاش باك,بطاقة ائتمانية,,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,"دخول مجاني لأكثر من 1,300 صالة مطار؛ استرداد نقدي حتى 10% على فئات مؤهلة",BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,122,RIYAD-08,بنك الرياض,Riyad Bank,bank,Mastercard World Islamic,Mastercard,وورلد,عادي,-,,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,20 دخول مجاني لصالات المطار؛ تأمين شامل ضد إزعاج السفر والطبي والاحتيال؛ خدمة كونسيرج,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,123,RIYAD-09,بنك الرياض,Riyad Bank,bank,Mastercard World Elite Islamic,Mastercard,وورلد إيليت — فائقة التميز / دعوة حصرية (Super-Premium / Invitation-Only),مميز,-,,بطاقة ائتمانية,,estimated,بدون رسوم سنوية مدى الحياة (المصرفية الخاصة),مجاني مدى الحياة,دخول غير محدود لصالات المطار؛ خدمة كونسيرج World Elite على مدار الساعة,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,تصنيف موحَّد 2026-07-29: أُدرجت ضمن فئة 'فائقة التميز/دعوة حصرية' الجديدة (قرار موسَّع على كل الملف بعد إقرار المستخدم، بدءًا من حالة SNB-16) — تُطبَّق على كل بطاقات World Elite/World Legend/World Legend Exclusive/Infinite Privilege بالملف لتوحيد المسمى عبر كل البنوك بدل تفاوتها سابقًا.,,master_only,,,,,,,,,,,,,,,,
original_master,124,RIYAD-10,بنك الرياض,Riyad Bank,bank,Al Hilal Platinum Cashback,,بلاتينيوم كاش باك,عادي,برنامج الهلال كاش باك (Al Hilal),كاش باك,بطاقة ائتمانية,,precise,غير متوفر على الموقع,غير متوفر على الموقع,استرداد نقدي حتى 5%؛ خصومات حتى 10% في متاجر الهلال؛ أولوية التذاكر,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,| ترقية 2026-07-29: تطابق تام مع جدول الاسترداد النقدي الرسمي المصوَّر — رُفعت لـ precise.,,master_only,,,,,,,,,,,,,,,,
original_master,125,RIYAD-11,بنك الرياض,Riyad Bank,bank,Al Hilal World Elite Cashback,,وورلد إيليت كاش باك — فائقة التميز / دعوة حصرية (Super-Premium / Invitation-Only),مميز,برنامج الهلال كاش باك (Al Hilal),كاش باك,بطاقة ائتمانية,,precise,غير متوفر على الموقع,غير متوفر على الموقع,استرداد نقدي حتى 10%؛ خصومات حتى 15% في متاجر الهلال؛ أولوية التذاكر,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,تصنيف موحَّد 2026-07-29: أُدرجت ضمن فئة 'فائقة التميز/دعوة حصرية' الجديدة (قرار موسَّع على كل الملف بعد إقرار المستخدم، بدءًا من حالة SNB-16) — تُطبَّق على كل بطاقات World Elite/World Legend/World Legend Exclusive/Infinite Privilege بالملف لتوحيد المسمى عبر كل البنوك بدل تفاوتها سابقًا. | ترقية 2026-07-29: تطابق تام مع جدول الاسترداد النقدي الرسمي المصوَّر — رُفعت لـ precise.,,master_only,,,,,,,,,,,,,,,,
